Fecha,Blue,Oficial
2011-03-11,4.1425,4.03
2011-03-14,4.14,4.03
2011-03-15,4.1625,4.03
2011-03-16,4.165,4.04
2011-03-17,4.1625,4.04
2011-03-18,4.155,4.04
2011-03-21,4.1625,4.04
2011-03-22,4.1575,4.04
2011-03-23,4.165,4.04
2011-03-28,4.165,4.04
2011-03-29,4.165,4.05
2011-03-30,4.16,4.05
2011-03-31,4.1575,4.05
2011-04-01,4.155,4.05
2011-04-04,4.1575,4.05
2011-04-05,4.1575,4.05
2011-04-06,4.16,4.05
2011-04-07,4.16,4.05
2011-04-08,4.16,4.05
2011-04-11,4.1625,4.05
2011-04-12,4.1725,4.05
2011-04-13,4.18,4.06
2011-04-14,4.2025,4.07
2011-04-15,4.2025,4.07
2011-04-18,4.2025,4.07
2011-04-19,4.215,4.08
2011-04-20,4.2225,4.08
2011-04-25,4.2475,4.08
2011-04-26,4.275,4.08
2011-04-27,4.285,4.08
2011-04-28,4.325,4.08
2011-04-29,4.305,4.08
2011-05-02,4.265,4.08
2011-05-03,4.285,4.08
2011-05-04,4.2725,4.08
2011-05-05,4.27,4.08
2011-05-06,4.2675,4.08
2011-05-09,4.2675,4.08
2011-05-10,4.275,4.08
2011-05-11,4.2825,4.08
2011-05-12,4.285,4.08
2011-05-13,4.2875,4.08
2011-05-16,4.2925,4.08
2011-05-17,4.315,4.09
2011-05-18,4.32,4.09
2011-05-19,4.3325,4.09
2011-05-20,4.3325,4.09
2011-05-23,4.34,4.09
2011-05-24,4.35,4.09
2011-05-26,4.3425,4.09
2011-05-27,4.3425,4.09
2011-05-30,4.325,4.09
2011-05-31,4.2975,4.09
2011-06-01,4.305,4.09
2011-06-02,4.295,4.09
2011-06-03,4.2825,4.09
2011-06-06,4.2675,4.09
2011-06-07,4.2625,4.09
2011-06-08,4.275,4.09
2011-06-09,4.2625,4.09
2011-06-10,4.26,4.09
2011-06-13,4.2625,4.09
2011-06-14,4.2875,4.09
2011-06-15,4.3075,4.09
2011-06-16,4.31,4.09
2011-06-17,4.3,4.09
2011-06-21,4.2925,4.1
2011-06-22,4.2975,4.1
2011-06-23,4.3,4.1
2011-06-24,4.3,4.1
2011-06-27,4.29,4.1
2011-06-28,4.29,4.1
2011-06-29,4.29,4.11
2011-06-30,4.2725,4.11
2011-07-01,4.275,4.11
2011-07-04,4.2675,4.11
2011-07-05,4.26,4.12
2011-07-06,4.27,4.12
2011-07-07,4.2625,4.12
2011-07-08,4.2625,4.12
2011-07-11,4.26,4.12
2011-07-12,4.27,4.12
2011-07-13,4.28,4.12
2011-07-14,4.285,4.12
2011-07-15,4.2925,4.12
2011-07-18,4.29,4.13
2011-07-19,4.3125,4.13
2011-07-20,4.315,4.14
2011-07-21,4.3175,4.14
2011-07-22,4.32,4.14
2011-07-25,4.325,4.14
2011-07-26,4.3425,4.14
2011-07-27,4.3475,4.14
2011-07-28,4.34,4.14
2011-07-29,4.34,4.14
2011-08-01,4.3225,4.15
2011-08-02,4.325,4.15
2011-08-03,4.3275,4.15
2011-08-04,4.32,4.15
2011-08-05,4.32,4.15
2011-08-08,4.305,4.16
2011-08-09,4.34,4.16
2011-08-10,4.3525,4.16
2011-08-11,4.345,4.16
2011-08-12,4.35,4.16
2011-08-15,4.335,4.16
2011-08-16,4.3525,4.16
2011-08-17,4.36,4.17
2011-08-18,4.3725,4.17
2011-08-19,4.37,4.18
2011-08-23,4.3675,4.18
2011-08-24,4.39,4.19
2011-08-25,4.4225,4.19
2011-08-26,4.4375,4.19
2011-08-29,4.4425,4.19
2011-08-30,4.4425,4.19
2011-08-31,4.43,4.2
2011-09-01,4.415,4.21
2011-09-02,4.4275,4.22
2011-09-05,4.4175,4.21
2011-09-06,4.4175,4.21
2011-09-07,4.4275,4.21
2011-09-08,4.4275,4.21
2011-09-09,4.43,4.2
2011-09-12,4.4325,4.2
2011-09-13,4.435,4.2
2011-09-14,4.435,4.2
2011-09-15,4.44,4.2
2011-09-16,4.44,4.2
2011-09-19,4.4425,4.2
2011-09-20,4.4425,4.2
2011-09-21,4.4375,4.19
2011-09-22,4.4475,4.2
2011-09-23,4.485,4.2
2011-09-26,4.4725,4.2
2011-09-27,4.45,4.2
2011-09-28,4.4525,4.2
2011-09-29,4.4325,4.2
2011-09-30,4.4325,4.2
2011-10-03,4.4225,4.2
2011-10-04,4.4375,4.2
2011-10-05,4.4325,4.21
2011-10-06,4.405,4.21
2011-10-07,4.3975,4.21
2011-10-11,4.3925,4.21
2011-10-12,4.3775,4.21
2011-10-13,4.425,4.21
2011-10-14,4.4275,4.21
2011-10-17,4.4125,4.22
2011-10-18,4.4175,4.22
2011-10-19,4.4525,4.23
2011-10-20,4.4675,4.23
2011-10-21,4.47,4.23
2011-10-24,4.46,4.24
2011-10-25,4.465,4.24
2011-10-26,4.475,4.24
2011-10-27,4.495,4.24
2011-10-28,4.4875,4.24
2011-10-31,4.4875,4.24
2011-11-01,4.62,4.24
2011-11-02,4.69,4.25
2011-11-03,4.68,4.25
2011-11-04,4.67,4.25
2011-11-07,4.675,4.26
2011-11-08,4.75,4.26
2011-11-09,4.87,4.26
2011-11-10,4.995,4.26
2011-11-11,4.985,4.26
2011-11-14,4.79,4.27
2011-11-15,4.79,4.27
2011-11-16,4.79,4.26
2011-11-17,4.79,4.26
2011-11-18,4.79,4.26
2011-11-21,4.79,4.26
2011-11-22,4.79,4.26
2011-11-23,4.79,4.26
2011-11-24,4.79,4.26
2011-11-25,4.79,4.26
2011-11-29,4.79,4.27
2011-11-30,4.79,4.28
2011-12-01,4.79,4.28
2011-12-02,4.79,4.28
2011-12-05,4.79,4.29
2011-12-06,4.79,4.28
2011-12-07,4.79,4.28
2011-12-12,4.79,4.28
2011-12-13,4.79,4.28
2011-12-14,4.61,4.28
2011-12-15,4.62,4.28
2011-12-16,4.61,4.29
2011-12-19,4.64,4.29
2011-12-20,4.63,4.29
2011-12-21,4.63,4.29
2011-12-22,4.65,4.29
2011-12-23,4.67,4.29
2011-12-27,4.71,4.3
2011-12-28,4.74,4.3
2011-12-29,4.735,4.3
2012-01-03,4.745,4.31
2012-01-04,4.78,4.3
2012-01-05,4.79,4.31
2012-01-06,4.785,4.32
2012-01-09,4.79,4.32
2012-01-10,4.79,4.31
2012-01-11,4.8,4.31
2012-01-12,4.8,4.31
2012-01-13,4.805,4.31
2012-01-16,4.805,4.31
2012-01-17,4.81,4.32
2012-01-18,4.825,4.32
2012-01-19,4.835,4.32
2012-01-20,4.835,4.32
2012-01-23,4.84,4.33
2012-01-24,4.84,4.33
2012-01-25,4.84,4.34
2012-01-26,4.845,4.34
2012-01-27,4.835,4.34
2012-01-30,4.805,4.33
2012-01-31,4.79,4.34
2012-02-01,4.775,4.34
2012-02-02,4.775,4.33
2012-02-03,4.775,4.33
2012-02-06,4.765,4.33
2012-02-07,4.73,4.34
2012-02-08,4.73,4.34
2012-02-09,4.76,4.34
2012-02-10,4.76,4.35
2012-02-13,4.74,4.35
2012-02-14,4.735,4.35
2012-02-15,4.76,4.35
2012-02-16,4.735,4.35
2012-02-17,4.76,4.36
2012-02-22,4.74,4.36
2012-02-23,4.73,4.36
2012-02-24,4.73,4.35
2012-02-28,4.725,4.36
2012-02-29,4.72,4.36
2012-03-01,4.7,4.35
2012-03-02,4.69,4.34
2012-03-05,4.685,4.33
2012-03-06,4.685,4.34
2012-03-07,4.71,4.34
2012-03-08,4.71,4.34
2012-03-09,4.71,4.34
2012-03-12,4.715,4.35
2012-03-13,4.72,4.35
2012-03-14,4.74,4.36
2012-03-15,4.785,4.36
2012-03-16,4.815,4.35
2012-03-19,4.79,4.36
2012-03-20,4.82,4.36
2012-03-21,4.855,4.37
2012-03-22,4.87,4.37
2012-03-23,4.89,4.37
2012-03-26,4.905,4.37
2012-03-27,4.93,4.37
2012-03-28,4.93,4.37
2012-03-29,4.94,4.38
2012-03-30,4.93,4.38
2012-04-03,4.89,4.38
2012-04-04,4.905,4.38
2012-04-09,4.89,4.39
2012-04-10,4.88,4.38
2012-04-11,4.89,4.39
2012-04-12,4.91,4.39
2012-04-13,4.93,4.39
2012-04-16,4.95,4.4
2012-04-17,5.01,4.39
2012-04-18,5.02,4.4
2012-04-19,5.02,4.4
2012-04-20,5.02,4.41
2012-04-23,5.04,4.41
2012-04-24,5.13,4.41
2012-04-25,5.14,4.41
2012-04-26,5.1,4.41
2012-04-27,5.09,4.41
2012-05-02,5.08,4.42
2012-05-03,5.05,4.43
2012-05-04,5.04,4.43
2012-05-07,5.05,4.43
2012-05-08,5.06,4.44
2012-05-09,5.08,4.44
2012-05-10,5.1,4.44
2012-05-11,5.18,4.44
2012-05-14,5.28,4.44
2012-05-15,5.55,4.44
2012-05-16,5.49,4.44
2012-05-17,5.59,4.45
2012-05-18,5.63,4.45
2012-05-21,5.72,4.46
2012-05-22,5.94,4.47
2012-05-23,6.15,4.47
2012-05-24,5.93,4.47
2012-05-28,5.89,4.48
2012-05-29,5.91,4.47
2012-05-30,5.9,4.47
2012-05-31,5.92,4.47
2012-06-01,5.95,4.47
2012-06-04,5.95,4.47
2012-06-05,5.95,4.48
2012-06-06,5.95,4.49
2012-06-07,5.95,4.49
2012-06-08,5.95,4.49
2012-06-11,5.95,4.49
2012-06-12,5.92,4.49
2012-06-13,5.92,4.49
2012-06-14,5.93,4.5
2012-06-15,5.93,4.5
2012-06-18,5.92,4.5
2012-06-19,5.94,4.5
2012-06-21,5.98,4.51
2012-06-22,5.98,4.51
2012-06-25,5.98,4.51
2012-06-26,5.94,4.52
2012-06-27,5.95,4.52
2012-06-28,5.98,4.52
2012-06-29,5.95,4.53
2012-07-02,5.96,4.53
2012-07-03,5.96,4.53
2012-07-04,5.96,4.53
2012-07-05,5.96,4.53
2012-07-06,5.96,4.53
2012-07-10,5.97,4.54
2012-07-11,6.0,4.54
2012-07-12,6.1,4.54
2012-07-13,6.17,4.55
2012-07-16,6.31,4.55
2012-07-17,6.6,4.55
2012-07-18,6.74,4.55
2012-07-19,6.6,4.56
2012-07-20,6.45,4.56
2012-07-23,6.42,4.57
2012-07-24,6.43,4.57
2012-07-25,6.45,4.57
2012-07-26,6.42,4.57
2012-07-27,6.45,4.58
2012-07-30,6.37,4.58
2012-07-31,6.32,4.58
2012-08-01,6.27,4.59
2012-08-02,6.21,4.59
2012-08-03,6.2,4.59
2012-08-06,6.21,4.59
2012-08-07,6.26,4.59
2012-08-08,6.26,4.6
2012-08-09,6.26,4.6
2012-08-10,6.27,4.6
2012-08-13,6.28,4.6
2012-08-14,6.3,4.61
2012-08-15,6.32,4.61
2012-08-16,6.33,4.61
2012-08-17,6.33,4.61
2012-08-21,6.35,4.62
2012-08-22,6.4,4.62
2012-08-23,6.42,4.62
2012-08-24,6.41,4.62
2012-08-27,6.38,4.63
2012-08-28,6.36,4.63
2012-08-29,6.37,4.63
2012-08-30,6.37,4.63
2012-08-31,6.37,4.63
2012-09-03,6.34,4.64
2012-09-04,6.35,4.64
2012-09-05,6.35,4.65
2012-09-06,6.34,4.65
2012-09-07,6.33,4.66
2012-09-10,6.33,4.66
2012-09-11,6.3,4.66
2012-09-12,6.32,4.66
2012-09-13,6.3,4.66
2012-09-14,6.31,4.67
2012-09-17,6.3,4.67
2012-09-18,6.31,4.68
2012-09-19,6.31,4.68
2012-09-20,6.32,4.68
2012-09-21,6.32,4.68
2012-09-25,6.32,4.69
2012-09-26,6.29,4.69
2012-09-27,6.3,4.69
2012-09-28,6.3,4.69
2012-10-01,6.26,4.7
2012-10-02,6.26,4.7
2012-10-03,6.25,4.7
2012-10-04,6.19,4.7
2012-10-05,6.18,4.71
2012-10-09,6.2,4.71
2012-10-10,6.21,4.71
2012-10-11,6.21,4.72
2012-10-12,6.2,4.72
2012-10-15,6.2,4.73
2012-10-16,6.22,4.73
2012-10-17,6.33,4.73
2012-10-18,6.32,4.73
2012-10-19,6.31,4.74
2012-10-22,6.28,4.74
2012-10-23,6.32,4.74
2012-10-24,6.37,4.75
2012-10-25,6.37,4.75
2012-10-26,6.38,4.75
2012-10-29,6.35,4.76
2012-10-30,6.36,4.76
2012-10-31,6.34,4.77
2012-11-01,6.34,4.77
2012-11-02,6.33,4.77
2012-11-05,6.34,4.77
2012-11-07,6.3,4.77
2012-11-08,6.33,4.77
2012-11-09,6.33,4.78
2012-11-12,6.32,4.78
2012-11-13,6.32,4.78
2012-11-14,6.35,4.79
2012-11-15,6.35,4.79
2012-11-16,6.4,4.8
2012-11-19,6.36,4.8
2012-11-20,6.36,4.81
2012-11-21,6.38,4.81
2012-11-22,6.41,4.82
2012-11-23,6.46,4.82
2012-11-27,6.45,4.82
2012-11-28,6.47,4.83
2012-11-29,6.44,4.83
2012-11-30,6.44,4.83
2012-12-03,6.44,4.84
2012-12-04,6.44,4.84
2012-12-05,6.44,4.85
2012-12-06,6.44,4.85
2012-12-07,6.47,4.86
2012-12-10,6.45,4.86
2012-12-11,6.44,4.87
2012-12-12,6.48,4.87
2012-12-13,6.52,4.87
2012-12-14,6.53,4.88
2012-12-17,6.52,4.88
2012-12-18,6.53,4.89
2012-12-19,6.55,4.89
2012-12-20,6.63,4.9
2012-12-21,6.61,4.9
2012-12-26,6.64,4.91
2012-12-27,6.78,4.91
2012-12-28,6.8,4.91
2013-01-02,6.91,4.92
2013-01-03,7.07,4.93
2013-01-04,7.04,4.93
2013-01-07,7.04,4.93
2013-01-08,7.05,4.93
2013-01-09,7.12,4.94
2013-01-10,7.25,4.94
2013-01-11,7.2,4.94
2013-01-14,7.25,4.95
2013-01-15,7.36,4.95
2013-01-16,7.5,4.95
2013-01-17,7.51,4.95
2013-01-18,7.48,4.95
2013-01-21,7.44,4.96
2013-01-22,7.43,4.96
2013-01-23,7.52,4.96
2013-01-24,7.56,4.96
2013-01-25,7.62,4.96
2013-01-28,7.66,4.97
2013-01-29,7.8,4.97
2013-01-30,7.92,4.98
2013-02-01,7.92,4.98
2013-02-04,7.72,4.98
2013-02-05,7.59,4.98
2013-02-06,7.7,4.99
2013-02-07,7.68,4.99
2013-02-08,7.67,5.0
2013-02-13,7.65,5.0
2013-02-14,7.66,5.0
2013-02-15,7.71,5.01
2013-02-18,7.7,5.02
2013-02-19,7.81,5.02
2013-02-21,7.83,5.03
2013-02-22,7.8,5.03
2013-02-25,7.78,5.03
2013-02-26,7.82,5.04
2013-02-27,7.82,5.04
2013-02-28,7.84,5.04
2013-03-01,7.84,5.05
2013-03-04,7.82,5.05
2013-03-05,7.82,5.06
2013-03-06,7.83,5.06
2013-03-07,7.82,5.06
2013-03-08,7.83,5.06
2013-03-11,7.82,5.07
2013-03-12,7.84,5.08
2013-03-13,7.92,5.08
2013-03-14,7.99,5.08
2013-03-15,8.05,5.09
2013-03-18,8.08,5.1
2013-03-19,8.27,5.1
2013-03-20,8.75,5.1
2013-03-21,8.45,5.1
2013-03-22,8.48,5.11
2013-03-25,8.27,5.12
2013-03-26,8.3,5.12
2013-03-27,8.43,5.12
2013-04-03,8.3,5.13
2013-04-04,8.32,5.13
2013-04-05,8.4,5.14
2013-04-08,8.33,5.13
2013-04-09,8.37,5.14
2013-04-10,8.39,5.14
2013-04-11,8.44,5.14
2013-04-12,8.43,5.15
2013-04-15,8.42,5.15
2013-04-16,8.52,5.16
2013-04-17,8.7,5.16
2013-04-18,8.66,5.16
2013-04-19,8.63,5.16
2013-04-22,8.67,5.17
2013-04-23,8.86,5.17
2013-04-24,8.94,5.17
2013-04-25,9.2,5.18
2013-04-26,9.34,5.18
2013-04-29,9.3,5.18
2013-04-30,9.4,5.18
2013-05-02,9.63,5.19
2013-05-03,9.88,5.2
2013-05-06,9.87,5.21
2013-05-07,10.08,5.21
2013-05-08,10.45,5.21
2013-05-09,10.03,5.22
2013-05-10,10.03,5.23
2013-05-13,10.03,5.23
2013-05-14,9.2,5.24
2013-05-15,9.05,5.24
2013-05-16,8.95,5.23
2013-05-17,8.95,5.23
2013-05-20,8.9,5.24
2013-05-21,8.58,5.25
2013-05-22,8.43,5.25
2013-05-23,8.8,5.26
2013-05-24,8.95,5.27
2013-05-27,8.93,5.27
2013-05-28,8.88,5.27
2013-05-29,8.88,5.27
2013-05-30,8.87,5.28
2013-05-31,8.8,5.28
2013-06-03,8.6,5.29
2013-06-04,8.5,5.29
2013-06-05,8.55,5.29
2013-06-06,8.57,5.3
2013-06-07,8.57,5.3
2013-06-10,8.57,5.31
2013-06-11,8.57,5.31
2013-06-12,8.57,5.32
2013-06-13,8.57,5.33
2013-06-14,8.57,5.33
2013-06-17,8.57,5.34
2013-06-18,8.57,5.34
2013-06-19,8.57,5.35
2013-06-24,8.05,5.36
2013-06-25,8.13,5.36
2013-06-26,8.13,5.37
2013-06-27,8.13,5.38
2013-06-28,8.13,5.39
2013-07-01,7.98,5.39
2013-07-02,7.93,5.39
2013-07-03,7.95,5.4
2013-07-04,7.95,5.41
2013-07-05,7.97,5.4
2013-07-08,7.98,5.41
2013-07-10,8.09,5.41
2013-07-11,8.2,5.42
2013-07-12,8.35,5.42
2013-07-15,8.58,5.43
2013-07-16,8.75,5.43
2013-07-17,8.85,5.44
2013-07-18,8.85,5.45
2013-07-19,8.85,5.46
2013-07-22,8.85,5.46
2013-07-23,8.59,5.46
2013-07-24,8.65,5.46
2013-07-25,8.66,5.47
2013-07-26,8.66,5.48
2013-07-29,8.66,5.49
2013-07-30,8.63,5.5
2013-07-31,8.64,5.51
2013-08-01,8.74,5.51
2013-08-02,8.76,5.52
2013-08-05,8.72,5.52
2013-08-06,8.73,5.53
2013-08-07,8.84,5.53
2013-08-08,8.97,5.54
2013-08-09,8.82,5.54
2013-08-12,8.74,5.55
2013-08-13,8.79,5.56
2013-08-14,8.94,5.57
2013-08-15,8.95,5.57
2013-08-16,8.95,5.59
2013-08-20,8.97,5.6
2013-08-21,9.04,5.6
2013-08-22,9.15,5.61
2013-08-23,9.19,5.62
2013-08-26,9.28,5.63
2013-08-27,9.52,5.64
2013-08-28,9.5,5.65
2013-08-29,9.5,5.66
2013-08-30,9.3,5.67
2013-09-02,9.25,5.68
2013-09-03,9.25,5.69
2013-09-04,9.25,5.7
2013-09-05,9.27,5.71
2013-09-06,9.26,5.7
2013-09-09,9.25,5.7
2013-09-10,9.21,5.71
2013-09-11,9.25,5.72
2013-09-12,9.27,5.72
2013-09-13,9.3,5.72
2013-09-16,9.31,5.73
2013-09-17,9.33,5.74
2013-09-18,9.38,5.75
2013-09-19,9.4,5.76
2013-09-20,9.41,5.76
2013-09-23,9.42,5.77
2013-09-24,9.46,5.77
2013-09-25,9.56,5.77
2013-09-26,9.55,5.78
2013-09-27,9.54,5.79
2013-09-30,9.48,5.79
2013-10-01,9.53,5.8
2013-10-02,9.58,5.8
2013-10-03,9.6,5.81
2013-10-04,9.55,5.81
2013-10-07,9.55,5.82
2013-10-08,9.64,5.82
2013-10-09,9.72,5.82
2013-10-10,9.79,5.83
2013-10-11,9.72,5.83
2013-10-15,9.6,5.84
2013-10-16,9.76,5.84
2013-10-17,9.85,5.85
2013-10-18,9.88,5.85
2013-10-21,9.89,5.86
2013-10-22,10.08,5.86
2013-10-23,10.1,5.86
2013-10-24,10.1,5.87
2013-10-25,10.1,5.88
2013-10-28,9.75,5.89
2013-10-29,9.92,5.89
2013-10-30,9.93,5.9
2013-10-31,9.92,5.91
2013-11-01,9.93,5.92
2013-11-04,9.88,5.94
2013-11-05,9.83,5.95
2013-11-07,9.79,5.94
2013-11-08,9.8,5.96
2013-11-11,9.79,5.97
2013-11-12,9.8,5.97
2013-11-13,9.9,5.98
2013-11-14,9.99,5.99
2013-11-15,9.94,5.99
2013-11-18,9.87,6.0
2013-11-19,9.92,6.02
2013-11-20,9.93,6.04
2013-11-21,9.94,6.06
2013-11-22,9.92,6.08
2013-11-26,9.81,6.09
2013-11-27,9.72,6.11
2013-11-28,9.69,6.12
2013-11-29,9.57,6.14
2013-12-02,9.22,6.15
2013-12-03,9.3,6.17
2013-12-04,9.62,6.2
2013-12-05,9.69,6.22
2013-12-06,9.5,6.24
2013-12-09,9.5,6.25
2013-12-10,9.55,6.26
2013-12-11,9.54,6.27
2013-12-12,9.55,6.28
2013-12-13,9.6,6.29
2013-12-16,9.7,6.31
2013-12-17,9.75,6.33
2013-12-18,9.8,6.36
2013-12-19,9.69,6.4
2013-12-20,9.65,6.42
2013-12-23,9.7,6.44
2013-12-26,9.96,6.47
2013-12-27,9.99,6.49
2013-12-30,10.04,6.52
2014-01-02,10.19,6.54
2014-01-03,10.29,6.56
2014-01-06,10.5,6.59
2014-01-07,10.93,6.6
2014-01-08,10.77,6.6
2014-01-09,10.8,6.63
2014-01-10,10.82,6.65
2014-01-13,10.8,6.69
2014-01-14,10.95,6.71
2014-01-15,11.25,6.74
2014-01-16,11.55,6.77
2014-01-17,11.95,6.81
2014-01-20,11.65,6.83
2014-01-21,11.85,6.88
2014-01-22,12.15,6.91
2014-01-23,13.1,7.53
2014-01-24,11.7,8.02
2014-01-27,12.15,8.01
2014-01-28,12.55,8.02
2014-01-29,12.95,8.02
2014-01-30,12.65,8.02
2014-01-31,12.65,8.02
2014-02-03,12.55,8.02
2014-02-04,12.55,8.01
2014-02-05,12.55,7.97
2014-02-06,12.43,7.91
2014-02-07,12.2,7.86
2014-02-10,11.65,7.84
2014-02-11,11.7,7.82
2014-02-12,12.15,7.82
2014-02-13,11.95,7.8
2014-02-14,11.9,7.78
2014-02-17,11.8,7.76
2014-02-18,11.8,7.76
2014-02-19,11.8,7.77
2014-02-20,11.83,7.8
2014-02-21,11.8,7.84
2014-02-24,11.7,7.86
2014-02-25,11.67,7.86
2014-02-26,11.55,7.87
2014-02-27,11.45,7.89
2014-02-28,11.25,7.88
2014-03-05,10.55,7.88
2014-03-06,11.0,7.88
2014-03-07,11.05,7.87
2014-03-10,10.95,7.87
2014-03-11,10.85,7.87
2014-03-12,10.87,7.87
2014-03-13,11.0,7.88
2014-03-14,10.95,7.9
2014-03-17,10.9,7.91
2014-03-18,10.93,7.93
2014-03-19,10.92,7.95
2014-03-20,10.95,7.96
2014-03-21,10.95,7.97
2014-03-25,10.93,8.0
2014-03-26,10.89,8.01
2014-03-27,10.87,8.01
2014-03-28,10.86,8.0
2014-03-31,10.8,8.01
2014-04-01,10.83,8.0
2014-04-03,10.69,8.0
2014-04-04,10.6,8.0
2014-04-07,10.55,8.0
2014-04-08,10.34,8.0
2014-04-09,10.37,8.0
2014-04-10,10.37,8.0
2014-04-11,10.41,8.0
2014-04-14,10.28,8.0
2014-04-15,10.4,8.0
2014-04-16,10.44,8.0
2014-04-21,10.4,8.0
2014-04-22,10.4,8.0
2014-04-23,10.54,8.0
2014-04-24,10.71,8.0
2014-04-25,10.74,8.0
2014-04-28,10.7,8.0
2014-04-29,10.57,8.0
2014-04-30,10.55,8.0
2014-05-05,10.49,8.0
2014-05-06,10.59,8.0
2014-05-07,10.71,8.0
2014-05-08,10.73,8.0
2014-05-09,10.66,8.0
2014-05-12,10.71,8.01
2014-05-13,10.81,8.02
2014-05-14,10.75,8.03
2014-05-15,10.97,8.05
2014-05-16,11.13,8.06
2014-05-19,11.31,8.06
2014-05-20,11.77,8.06
2014-05-21,12.1,8.06
2014-05-22,11.83,8.06
2014-05-23,11.37,8.07
2014-05-26,11.6,8.07
2014-05-27,11.85,8.07
2014-05-28,11.8,8.07
2014-05-29,11.75,8.08
2014-05-30,11.45,8.08
2014-06-02,11.48,8.08
2014-06-03,11.63,8.09
2014-06-04,11.64,8.1
2014-06-05,11.63,8.12
2014-06-06,11.6,8.14
2014-06-09,11.64,8.13
2014-06-10,11.68,8.13
2014-06-11,11.71,8.13
2014-06-12,11.8,8.13
2014-06-13,11.72,8.13
2014-06-16,12.0,8.14
2014-06-17,12.25,8.13
2014-06-18,12.3,8.13
2014-06-19,12.45,8.13
2014-06-23,11.9,8.13
2014-06-24,12.1,8.13
2014-06-25,12.15,8.13
2014-06-26,12.15,8.13
2014-06-27,12.18,8.13
2014-06-30,12.15,8.13
2014-07-01,12.15,8.13
2014-07-02,12.05,8.14
2014-07-03,12.05,8.14
2014-07-04,12.08,8.14
2014-07-07,12.0,8.14
2014-07-08,12.1,8.14
2014-07-10,12.0,8.15
2014-07-11,11.98,8.15
2014-07-14,12.05,8.15
2014-07-15,12.2,8.15
2014-07-16,12.25,8.15
2014-07-17,12.29,8.16
2014-07-18,12.28,8.16
2014-07-21,12.28,8.16
2014-07-22,12.45,8.16
2014-07-23,12.7,8.17
2014-07-24,12.55,8.17
2014-07-25,12.7,8.18
2014-07-28,13.0,8.18
2014-07-29,12.8,8.19
2014-07-30,12.38,8.2
2014-07-31,12.7,8.21
2014-08-01,12.8,8.22
2014-08-04,12.72,8.25
2014-08-05,12.77,8.27
2014-08-06,12.8,8.27
2014-08-07,12.84,8.27
2014-08-08,12.8,8.27
2014-08-11,12.8,8.27
2014-08-12,12.95,8.27
2014-08-13,13.15,8.27
2014-08-14,13.22,8.28
2014-08-15,13.22,8.28
2014-08-19,13.23,8.28
2014-08-20,13.55,8.3
2014-08-21,13.95,8.35
2014-08-22,13.93,8.42
2014-08-25,13.98,8.41
2014-08-26,14.2,8.41
2014-08-27,14.38,8.41
2014-08-28,14.38,8.41
2014-08-29,14.05,8.4
2014-09-01,14.2,8.41
2014-09-02,14.25,8.41
2014-09-03,14.26,8.41
2014-09-04,14.02,8.4
2014-09-05,14.05,8.41
2014-09-08,14.25,8.42
2014-09-09,14.25,8.41
2014-09-10,14.31,8.4
2014-09-11,14.32,8.4
2014-09-12,14.4,8.4
2014-09-15,14.47,8.4
2014-09-16,14.72,8.4
2014-09-17,15.1,8.41
2014-09-18,15.03,8.42
2014-09-19,15.0,8.42
2014-09-22,15.15,8.43
2014-09-23,15.45,8.43
2014-09-24,15.95,8.43
2014-09-25,15.75,8.43
2014-09-26,15.75,8.44
2014-09-29,15.6,8.46
2014-09-30,15.72,8.46
2014-10-01,15.64,8.45
2014-10-02,15.5,8.45
2014-10-03,15.3,8.46
2014-10-06,14.95,8.46
2014-10-07,14.7,8.47
2014-10-08,14.65,8.46
2014-10-09,14.83,8.47
2014-10-10,14.95,8.48
2014-10-14,14.77,8.48
2014-10-15,14.73,8.48
2014-10-16,14.65,8.48
2014-10-17,14.7,8.48
2014-10-20,14.68,8.48
2014-10-21,14.7,8.5
2014-10-22,14.69,8.49
2014-10-23,14.7,8.49
2014-10-24,14.65,8.49
2014-10-27,14.68,8.5
2014-10-28,14.62,8.5
2014-10-29,14.53,8.5
2014-10-30,14.33,8.5
2014-10-31,14.28,8.5
2014-11-03,13.9,8.51
2014-11-04,13.6,8.51
2014-11-05,13.5,8.51
2014-11-07,13.1,8.51
2014-11-10,12.65,8.51
2014-11-11,13.15,8.51
2014-11-12,13.73,8.51
2014-11-13,13.4,8.51
2014-11-14,13.38,8.51
2014-11-17,13.48,8.51
2014-11-18,13.55,8.51
2014-11-19,13.55,8.51
2014-11-20,13.5,8.51
2014-11-21,13.38,8.52
2014-11-25,13.35,8.52
2014-11-26,13.3,8.52
2014-11-27,13.2,8.53
2014-11-28,13.1,8.53
2014-12-01,12.85,8.53
2014-12-02,13.0,8.54
2014-12-03,13.05,8.54
2014-12-04,12.92,8.54
2014-12-05,12.78,8.55
2014-12-09,12.8,8.56
2014-12-10,12.78,8.55
2014-12-11,12.7,8.55
2014-12-12,12.85,8.55
2014-12-15,13.17,8.55
2014-12-16,13.15,8.55
2014-12-17,13.1,8.55
2014-12-18,13.15,8.55
2014-12-19,13.1,8.55
2014-12-22,13.18,8.55
2014-12-23,13.38,8.55
2014-12-29,13.73,8.55
2014-12-30,14.05,8.55
2015-01-02,14.0,8.55
2015-01-05,13.75,8.56
2015-01-06,13.78,8.57
2015-01-07,13.85,8.58
2015-01-08,13.77,8.59
2015-01-09,13.77,8.59
